cg;engine16_1;engine25;engine34_1;engine34_2;engine25_2;engine16_2;ACAI
3,7800000000000002;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-17,78
3,79;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-18,75
3,8;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-10,79
3,81;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-1,37
3,8200000000000003;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-8,05
3,83;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-17,48
3,84;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-23,58
3,85;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-24,55
3,86;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-25,51
3,87;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-26,48
3,88;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-22,84
3,89;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-12,3
3,9;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-1,77
3,91;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-8,76
3,92;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-19,29
3,93;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-29,82
3,94;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-33,24
3,95;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-34,21
3,96;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-33,83
3,9699999999999998;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-32,62
3,98;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-31,4
3,99;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-30,19
4,0;0,1;0,30000000000000004;0,7000000000000001;0,7000000000000001;0,30000000000000004;0,1;-28,97
3,0;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-57,57
3,01;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-56,61
3,02;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-55,64
3,03;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-54,67
3,04;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-53,71
3,05;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-52,74
3,06;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-51,78
3,07;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-50,81
3,08;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-49,84
3,09;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-48,88
3,1;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-44,27
3,11;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-38,35
3,12;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-32,43
3,13;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-26,52
3,14;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-20,6
3,15;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-14,68
3,16;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-8,77
3,17;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-2,85
3,18;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-3,06
3,19;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-8,98
3,2;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-14,9
3,21;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-20,81
3,22;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-26,73
3,23;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-32,64
3,24;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-34,39
3,25;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-33,42
3,26;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-32,45
3,27;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-31,49
3,2800000000000002;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-30,52
3,29;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-29,56
3,3;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-28,59
3,31;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-27,62
3,32;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-26,66
3,33;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-25,69
3,34;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-24,73
3,35;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-23,76
3,36;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-22,79
3,37;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-21,83
3,38;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-20,86
3,39;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-19,89
3,4;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-18,93
3,41;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-17,96
3,42;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-17,0
3,43;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-16,03
3,44;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-15,06
3,45;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-14,1
3,46;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-13,13
3,47;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-12,17
3,48;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-11,2
3,49;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-10,23
3,5;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-9,27
3,51;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-8,3
3,52;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-7,34
3,5300000000000002;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-6,37
3,54;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-2,29
3,55;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-4,44
3,56;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-3,47
3,5700000000000003;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-2,5
3,58;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-1,54
3,59;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-0,57
3,6;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-0,39
3,61;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-1,36
3,62;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-2,33
3,63;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-3,29
3,64;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-4,26
3,65;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-5,22
3,66;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-6,19
3,67;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-7,16
3,68;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-8,12
3,69;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-9,09
3,7;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-10,06
3,71;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-11,02
3,7199999999999998;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-11,99
3,73;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-12,95
3,74;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-13,92
3,75;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-14,89
3,76;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-15,85
3,77;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-16,82
3,7800000000000002;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-17,78
3,79;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-18,75
3,8;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-10,79
3,81;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-1,37
3,8200000000000003;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-8,05
3,83;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-17,48
3,84;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-23,58
3,85;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-24,55
3,86;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-25,51
3,87;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-26,48
3,88;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-27,45
3,89;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-28,41
3,9;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-29,38
3,91;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-30,35
3,92;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-31,31
3,93;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-32,28
3,94;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-33,24
3,95;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-34,21
3,96;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-33,83
3,9699999999999998;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-32,62
3,98;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-31,4
3,99;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-30,19
4,0;0,1;0,30000000000000004;0,8;0,8;0,30000000000000004;0,1;-28,97
3,0;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-57,57
3,01;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-56,61
3,02;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-55,64
3,03;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-54,67
3,04;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-53,71
3,05;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-52,74
3,06;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-51,78
3,07;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-50,81
3,08;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-49,84
3,09;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-48,88
3,1;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-44,27
3,11;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-38,35
3,12;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-32,43
3,13;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-26,52
3,14;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-20,6
3,15;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-14,68
3,16;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-8,77
3,17;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-2,85
3,18;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-3,06
3,19;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-8,98
3,2;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-14,9
3,21;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-20,81
3,22;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-26,73
3,23;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-32,64
3,24;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-34,39
3,25;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-33,42
3,26;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-32,45
3,27;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-31,49
3,2800000000000002;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-30,52
3,29;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-29,56
3,3;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-28,59
3,31;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-27,62
3,32;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-26,66
3,33;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-25,69
3,34;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-24,73
3,35;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-23,76
3,36;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-22,79
3,37;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-21,83
3,38;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-20,86
3,39;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-19,89
3,4;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-18,93
3,41;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-17,96
3,42;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-17,0
3,43;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-16,03
3,44;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-15,06
3,45;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-14,1
3,46;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-13,13
3,47;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-12,17
3,48;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-11,2
3,49;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-10,23
3,5;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-9,27
3,51;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-8,3
3,52;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-7,34
3,5300000000000002;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-6,37
3,54;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-2,29
3,55;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-4,44
3,56;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-3,47
3,5700000000000003;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-2,5
3,58;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-1,54
3,59;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-0,57
3,6;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-0,39
3,61;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-1,36
3,62;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-2,33
3,63;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-3,29
3,64;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-4,26
3,65;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-5,22
3,66;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-6,19
3,67;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-7,16
3,68;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-8,12
3,69;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-9,09
3,7;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-10,06
3,71;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-11,02
3,7199999999999998;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-11,99
3,73;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-12,95
3,74;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-13,92
3,75;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-14,89
3,76;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-15,85
3,77;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-16,82
3,7800000000000002;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-17,78
3,79;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-18,75
3,8;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-10,79
3,81;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-1,37
3,8200000000000003;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-8,05
3,83;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-17,48
3,84;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-23,58
3,85;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-24,55
3,86;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-25,51
3,87;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-26,48
3,88;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-27,45
3,89;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-28,41
3,9;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-29,38
3,91;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-30,35
3,92;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-31,31
3,93;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-32,28
3,94;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-33,24
3,95;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-34,21
3,96;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-33,83
3,9699999999999998;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-32,62
3,98;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-31,4
3,99;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-30,19
4,0;0,1;0,30000000000000004;0,9;0,9;0,30000000000000004;0,1;-28,97
3,0;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-57,57
3,01;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-56,61
3,02;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-55,64
3,03;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-54,67
3,04;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-53,71
3,05;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-52,74
3,06;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-51,78
3,07;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-50,81
3,08;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-49,84
3,09;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-48,88
3,1;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-44,27
3,11;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-38,35
3,12;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-32,43
3,13;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-26,52
3,14;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-20,6
3,15;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-14,68
3,16;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-8,77
3,17;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-2,85
3,18;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-3,06
3,19;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-8,98
3,2;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-14,9
3,21;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-20,81
3,22;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-26,73
3,23;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-32,64
3,24;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-34,39
3,25;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-33,42
3,26;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-32,45
3,27;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-31,49
3,2800000000000002;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-30,52
3,29;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-29,56
3,3;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-28,59
3,31;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-27,62
3,32;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-26,66
3,33;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-25,69
3,34;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-24,73
3,35;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-23,76
3,36;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-22,79
3,37;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-21,83
3,38;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-20,86
3,39;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-19,89
3,4;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-18,93
3,41;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-17,96
3,42;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-17,0
3,43;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-16,03
3,44;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-15,06
3,45;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-14,1
3,46;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-13,13
3,47;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-12,17
3,48;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-11,2
3,49;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-10,23
3,5;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-9,27
3,51;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-8,3
3,52;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-7,34
3,5300000000000002;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-6,37
3,54;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-2,29
3,55;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-4,44
3,56;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-3,47
3,5700000000000003;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-2,5
3,58;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-1,54
3,59;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-0,57
3,6;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-0,39
3,61;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-1,36
3,62;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-2,33
3,63;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-3,29
3,64;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-4,26
3,65;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-5,22
3,66;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-6,19
3,67;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-7,16
3,68;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-8,12
3,69;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-9,09
3,7;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-10,06
3,71;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-11,02
3,7199999999999998;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-11,99
3,73;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-12,95
3,74;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-13,92
3,75;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-14,89
3,76;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-15,85
3,77;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-16,82
3,7800000000000002;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-17,78
3,79;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-18,75
3,8;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-10,79
3,81;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-1,37
3,8200000000000003;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-8,05
3,83;0,1;0,30000000000000004;1,0;1,0;0,30000000000000004;0,1;-17,48
